source_group,fold,actual,predicted,prob_ATTACK,prob_DEFEND,prob_HOLD,prob_CONSERVE,margin_ATTACK,margin_DEFEND,margin_HOLD,margin_CONSERVE,top_probability,second_probability,probability_margin,normalized_entropy,correct
21,1,ATTACK,ATTACK,0.9772640347588658,7.036538505154007e-05,0.0225288231905449,0.0001367766655377,2.835803747177124,-6.703006744384766,-0.93415766954422,-6.038358688354492,0.9772640347588658,0.0225288231905449,0.9547352115683209,0.07921563347782247,True
27,5,HOLD,HOLD,0.0587838830693903,0.0002078124294894,0.8585419307543923,0.0824663737467279,-1.2644882202148438,-6.909474849700928,1.416879653930664,-0.925965428352356,0.8585419307543923,0.0824663737467279,0.7760755570076644,0.3643361949305142,True
27,5,HOLD,HOLD,6.810414175486926e-05,0.0005674844123799,0.9989461270631422,0.0004182843827229,-6.491952419281006,-4.371777057647705,3.1014654636383057,-4.676828861236572,0.9989461270631422,0.0005674844123799,0.9983786426507624,0.006638033300400369,True
12,4,HOLD,HOLD,0.0740805231732221,0.000170362159003,0.8796556753963175,0.0460934392714574,-0.8345759510993958,-6.909557342529297,1.639801859855652,-1.3090580701828003,0.8796556753963175,0.0740805231732221,0.8055751522230954,0.3238183255641811,True
27,5,DEFEND,DEFEND,0.0001195278853318,0.9037277407354382,0.0911624774768464,0.0049902539023835,-6.432967185974121,2.497766733169556,0.203881949186325,-2.701274871826172,0.9037277407354384,0.09116247747684642,0.812565263258592,0.24335045372344088,True
24,3,HOLD,HOLD,0.0005722856279097,4.067062442816216e-05,0.987793665583144,0.0115933781645179,-4.133565425872803,-6.777697563171387,3.3200254440307617,-1.1250144243240356,0.9877936655831443,0.011593378164517904,0.9762002874186264,0.04940562111067306,True
24,3,DEFEND,DEFEND,7.058711619940597e-05,0.98932508519411,0.0105281467006436,7.61809890470752e-05,-6.182814121246338,3.365116834640503,-1.17785382270813,-6.106549263000488,0.9893250851941098,0.010528146700643599,0.9787969384934662,0.04324974955561424,True
3,4,DEFEND,DEFEND,8.180954832891904e-05,0.9718647017658792,0.027694264303953,0.0003592243818387,-6.401185512542725,2.9813926219940186,-0.5765987038612366,-4.921632289886475,0.9718647017658794,0.027694264303953005,0.9441704374619263,0.09426654099081094,True
28,3,HOLD,HOLD,0.0017049270753985,0.0001556575013839,0.6258946683593888,0.3722447470638286,-4.49919319152832,-6.892812728881836,1.406466364860535,0.8868358731269836,0.6258946683593889,0.37224474706382865,0.25364992129556024,0.48572908022733524,True
13,2,CONSERVE,CONSERVE,0.0001248077457783,1.3342961183339003e-05,0.0779480485516675,0.9219138007413707,-5.323678016662598,-7.559463024139404,1.1133456230163574,3.583754777908325,0.9219138007413709,0.07794804855166751,0.8439657521897034,0.1984625580997301,True
2,1,ATTACK,ATTACK,0.6244453590436705,0.0002156078048821,0.374760198669113,0.0005788344823343,1.2028090953826904,-6.768348693847656,0.6922315955162048,-5.780793190002441,0.6244453590436706,0.37476019866911303,0.24968516037455757,0.4818576622893121,True
24,3,ATTACK,HOLD,0.3845192534205558,0.0002274731372016,0.481386659304556,0.1338666141376865,0.6807019710540771,-6.752015113830566,0.9053789973258972,-0.3744479715824127,0.481386659304556,0.3845192534205558,0.09686740588400017,0.714527200120639,False
22,4,HOLD,DEFEND,0.000354254681093,0.5021272366851552,0.4078585260403605,0.0896599825933911,-6.248569011688232,1.0080236196517944,0.8000903725624084,-0.7148053646087646,0.5021272366851554,0.40785852604036055,0.0942687106447948,0.6713931613123463,False
17,5,HOLD,ATTACK,0.6268974395653382,0.0001747053861406,0.37257378420012,0.000354070848401,1.4223331212997437,-6.763104438781738,0.9019852876663208,-6.056707859039307,0.6268974395653383,0.37257378420012005,0.2543236553652182,0.4796372721390369,False
21,1,CONSERVE,HOLD,0.0018103954384178,0.0001370831689208,0.9369681713092164,0.061084350083445,-4.29334020614624,-6.874053478240967,1.955763816833496,-0.7746297717094421,0.9369681713092164,0.061084350083445,0.8758838212257714,0.1763074719581873,False
9,1,ATTACK,ATTACK,0.7095997369874255,0.0001952554458509,0.2898626938408658,0.0003423137258577,1.4887157678604126,-6.7094316482543945,0.593421995639801,-6.148013114929199,0.7095997369874256,0.2898626938408659,0.41973704314655974,0.4377002279256337,True
7,3,HOLD,HOLD,0.022541917288591,6.710853461112521e-05,0.961171841077112,0.0162191330996857,-1.4822285175323486,-7.299049377441406,2.270548105239868,-1.8114134073257449,0.9611718410771122,0.022541917288591003,0.9386299237885212,0.13780978802791213,True
26,1,ATTACK,ATTACK,0.6740083509567631,0.2776161899639856,0.0480778283896835,0.0002976306895677,1.7336933612823486,0.8466903567314148,-0.9067280292510986,-5.991451263427734,0.6740083509567631,0.2776161899639856,0.3963921609927775,0.5554405657301131,True
17,5,HOLD,HOLD,0.0004019917950711,0.438414600447744,0.558120783294009,0.0030626244631758,-6.315347671508789,0.679141104221344,0.9205515384674072,-4.284751892089844,0.558120783294009,0.438414600447744,0.11970618284626505,0.5106190926354034,True
26,1,DEFEND,DEFEND,9.332680797143334e-05,0.966400148545867,0.0333640857468929,0.0001424388992686,-6.507954120635986,2.737272262573242,-0.6288256049156189,-6.085148334503174,0.9664001485458671,0.03336408574689291,0.9330360627989742,0.10719481062212702,True
18,5,CONSERVE,CONSERVE,0.000244273382144,3.556283779657693e-05,0.0731251270784234,0.926595036701636,-5.714852809906006,-7.641839981079102,-0.0132136978209018,2.5261309146881104,0.926595036701636,0.0731251270784234,0.8534699096232126,0.1906544666066924,True
2,1,DEFEND,DEFEND,0.0002830926064099,0.6612700745296668,0.3348591289853985,0.0035877038785247,-6.584795475006104,1.1713483333587646,0.4908958375453949,-4.04530143737793,0.6612700745296669,0.33485912898539855,0.32641094554426836,0.47779184509768463,True
19,4,DEFEND,DEFEND,0.0002622763488455,0.6964660671535499,0.2974121778330038,0.0058594786646008,-6.150664806365967,1.7337106466293335,0.8828105330467224,-3.044247627258301,0.69646606715355,0.29741217783300383,0.39905388932054614,0.46517428362986274,True
9,1,ATTACK,ATTACK,0.6715109567184778,0.0001961178559475,0.327770094826774,0.0005228305988005,1.3062890768051147,-6.83228063583374,0.5890711545944214,-5.851738929748535,0.6715109567184779,0.32777009482677405,0.3437408618917039,0.4606857666684488,True
8,3,DEFEND,DEFEND,4.197385220512291e-05,0.990955348191996,0.0089462702472522,5.640770854654559e-05,-6.378626823425293,3.690750598907471,-1.016682267189026,-6.083068370819092,0.990955348191996,0.0089462702472522,0.9820090779447438,0.0376353965143672,True
9,1,HOLD,HOLD,0.002163793087523,0.0001712794429011,0.6199995047671546,0.3776654227024212,-5.012704849243164,-7.549026966094971,0.6451509594917297,0.1494409590959549,0.6199995047671547,0.37766542270242126,0.24233408206473345,0.4897192612559514,True
8,3,DEFEND,DEFEND,0.0001498053237846,0.8886674445980132,0.1078678045480577,0.0033149455301444,-6.3741607666015625,2.313981294631958,0.205164685845375,-3.2773005962371826,0.8886674445980133,0.10786780454805771,0.7807996400499556,0.2635385008793459,True
3,4,ATTACK,ATTACK,0.6435579040624229,0.0002070653565726,0.3531419027312856,0.0030931278497189,1.2053388357162476,-6.836394309997559,0.6051968336105347,-4.132490158081055,0.643557904062423,0.35314190273128565,0.2904160013311373,0.48391910532117416,True
26,1,DEFEND,DEFEND,8.836341341868166e-05,0.980146353760854,0.0192971975651687,0.0004680852605586,-6.221798419952393,3.092200994491577,-0.8355410099029541,-4.554605960845947,0.980146353760854,0.0192971975651687,0.9608491561956853,0.0723152086018451,True
22,4,CONSERVE,HOLD,0.3154967100719884,0.000190013741405,0.5616798946167806,0.122633381569826,0.5147433280944824,-6.900063991546631,1.0915271043777466,-0.4302057027816772,0.5616798946167806,0.3154967100719884,0.2461831845447922,0.6830658507467581,False
16,1,HOLD,HOLD,9.071691842393932e-05,0.0050378638723334,0.9318627962045452,0.0630086230046974,-7.298223972320557,-3.281230926513672,1.9389725923538208,-0.7549412846565247,0.9318627962045454,0.06300862300469741,0.8688541731998479,0.19292161385288675,True
26,1,HOLD,HOLD,0.0005457166180412,4.1029612954680695e-05,0.9923114296446136,0.0071018241243904,-4.153833866119385,-6.741639614105225,3.351858615875244,-1.5878268480300903,0.9923114296446137,0.007101824124390401,0.9852096055202233,0.03412635222557306,True
26,1,DEFEND,DEFEND,9.6501850938581e-05,0.9743326462433586,0.0254711217852761,9.973012042664684e-05,-6.296731948852539,2.923213481903076,-0.7209938764572144,-6.263826847076416,0.9743326462433587,0.025471121785276104,0.9488615244580826,0.08701653061620651,True
24,3,DEFEND,DEFEND,9.529094450837288e-05,0.9823128347474388,0.017459358604849,0.0001325157032038,-6.23251485824585,3.0082151889801025,-1.02181875705719,-5.9027485847473145,0.9823128347474388,0.017459358604849,0.9648534761425898,0.06511507547177389,True
8,3,HOLD,ATTACK,0.6686926096786286,0.0001986780178582,0.3306634231306531,0.0004452891728599,1.3875330686569214,-6.733860969543457,0.6833096742630005,-5.926822662353516,0.6686926096786288,0.33066342313065317,0.3380291865479756,0.4617794807385753,False
19,4,HOLD,HOLD,0.000659300164314,4.6218721852044525e-05,0.9992217643448734,7.271676896052309e-05,-4.074609756469727,-6.732403755187988,3.248943328857422,-6.27921724319458,0.9992217643448735,0.0006593001643140002,0.9985624641805595,0.00487713194647953,True
13,2,HOLD,HOLD,0.0002790219832443,0.4423346677815903,0.5525971848894417,0.0047891253457237,-6.362241268157959,1.0062904357910156,1.2288529872894287,-3.519428253173828,0.5525971848894417,0.4423346677815903,0.11026251710785134,0.5167959363671505,True
4,3,HOLD,HOLD,0.0005941615021665,3.383440304581351e-05,0.9924948100159656,0.0068771940788219,-4.081957817077637,-6.947631359100342,3.3388681411743164,-1.6331429481506348,0.9924948100159657,0.006877194078821901,0.9856176159371438,0.03353125318629583,True
10,3,HOLD,HOLD,0.0001624005560922,0.0015556672917372,0.8106182985276918,0.1876636336244786,-6.697410106658936,-4.437816619873047,1.8180763721466064,0.3549302816390991,0.8106182985276921,0.18766363362447866,0.6229546649032134,0.3575375677464932,True
3,4,HOLD,HOLD,0.0623968590501925,0.0001135095902332,0.7982529550523455,0.1392366763072287,-0.9935103058815002,-7.30289363861084,1.555400252342224,-0.1908501982688903,0.7982529550523456,0.13923667630722872,0.6590162787451169,0.45338232124488814,True
25,5,ATTACK,ATTACK,0.7923620046260045,0.0001593809343966,0.2040897535830855,0.0033888608565132,1.836180567741394,-6.675295829772949,0.4797220230102539,-3.6183438301086426,0.7923620046260046,0.20408975358308554,0.588272251042919,0.3818939197225717,True
1,4,HOLD,HOLD,0.0004250261208607,3.612877194391713e-05,0.9980546449498916,0.0014842001573037,-4.307892799377441,-6.772953987121582,3.453519582748413,-3.057412385940552,0.9980546449498917,0.0014842001573037002,0.996570444792588,0.01102150418031652,True
20,2,CONSERVE,ATTACK,0.6247107529677265,0.0001765856617995,0.2187933971927968,0.1563192641776771,1.4146442413330078,-6.756593227386475,0.3654832243919372,0.0292560346424579,0.6247107529677266,0.21879339719279686,0.4059173557749297,0.6622127470108429,False
11,1,DEFEND,DEFEND,4.555754929483591e-05,0.9910784993451162,0.0088256342356169,5.030886997208441e-05,-6.354857921600342,3.632714986801148,-1.0884182453155518,-6.25565242767334,0.9910784993451163,0.008825634235616902,0.9822528651094994,0.03720783578143993,True
24,3,DEFEND,HOLD,0.0002973712069119,0.4636855363397608,0.5067909890342855,0.0292261034190417,-6.357799530029297,0.994181215763092,1.0830732583999634,-1.769963026046753,0.5067909890342855,0.4636855363397608,0.04310545269452476,0.5817454348254196,False
24,3,DEFEND,DEFEND,5.214457557898729e-05,0.9922083377214588,0.0076670263028912,7.249140007083573e-05,-6.175290584564209,3.678377151489258,-1.1846270561218262,-5.845843315124512,0.992208337721459,0.007667026302891202,0.9845413114185678,0.03340646708036903,True
0,2,CONSERVE,HOLD,0.0001025777546242,0.0008703016943702,0.8866594587905962,0.1123676617604094,-6.920069217681885,-4.781850337982178,2.14452600479126,0.0788411200046539,0.8866594587905963,0.11236766176040941,0.7742917970301868,0.2592294525260029,False
12,4,HOLD,HOLD,0.0004519855261081,3.0343412535466383e-05,0.9758592513887332,0.0236584196726231,-4.391989707946777,-7.09306001663208,3.2854340076446533,-0.4341651201248169,0.9758592513887334,0.023658419672623106,0.9522008317161104,0.08383627635406225,True
6,2,HOLD,HOLD,0.013259774612882,0.0001315906319,0.9215341584909024,0.0650744762643154,-2.441392660140991,-7.054187297821045,1.7999120950698853,-0.850595235824585,0.9215341584909026,0.06507447626431541,0.8564596822265872,0.22477165713887612,True
25,5,DEFEND,DEFEND,0.000106866264209,0.9517773127074484,0.046533597400166,0.0015822236281764,-6.345478534698486,2.7490296363830566,-0.2691268920898437,-3.650470018386841,0.9517773127074486,0.04653359740016601,0.9052437153072825,0.1449671935728651,True
1,4,DEFEND,DEFEND,0.0001411563000756,0.9349279480010528,0.0640655090674517,0.0008653866314195,-6.4034342765808105,2.3949224948883057,-0.2856407463550567,-4.590125560760498,0.9349279480010532,0.06406550906745173,0.8708624389336015,0.17767090858156065,True
11,1,HOLD,HOLD,0.0002613789669785,0.1144553189250619,0.8826013725136459,0.0026819295943135,-6.627439975738525,-0.5454716086387634,1.4972175359725952,-4.299119472503662,0.8826013725136461,0.11445531892506193,0.7681460535885842,0.27147715265211664,True
22,4,DEFEND,DEFEND,7.280771509370617e-05,0.9845062062699164,0.0148982566476217,0.0005227293673683,-6.258742332458496,3.253330707550049,-0.937565267086029,-4.287500858306885,0.9845062062699164,0.0148982566476217,0.9696079496222947,0.059645692807604817,True
18,5,HOLD,ATTACK,0.5203620179638485,0.0001532339951973,0.4735999987095594,0.0058847493313947,1.3091719150543213,-6.821142196655273,1.2150102853775024,-3.1729888916015625,0.5203620179638486,0.47359999870955943,0.04676201925428919,0.523299916520216,False
12,4,ATTACK,ATTACK,0.6496558744787467,0.0002271679390442,0.3485895075443333,0.0015274500378756,1.338200569152832,-6.620307922363281,0.7156528234481812,-4.714642524719238,0.6496558744787468,0.3485895075443334,0.30106636693441347,0.4756417185872725,True
1,4,DEFEND,DEFEND,0.0001709468743233,0.8715764697036296,0.1261457327323378,0.0021068506897093,-6.476237773895264,2.0604681968688965,0.1276024430990219,-3.964640855789185,0.8715764697036296,0.1261457327323378,0.7454307369712918,0.285240840898594,True
8,3,HOLD,ATTACK,0.7591185056566447,0.0001824221710094,0.24043010437632,0.0002689677960257,1.685897946357727,-6.64769172668457,0.5361694097518921,-6.259423732757568,0.759118505656645,0.24043010437632006,0.5186884012803249,0.4008412647005778,False
4,3,HOLD,HOLD,0.0007305677732474,3.825330281335003e-05,0.9984726130334648,0.0007585658904742,-3.8235788345336914,-6.773170471191406,3.3965811729431152,-3.785971403121948,0.998472613033465,0.0007585658904742002,0.9977140471429908,0.00911843616817519,True
2,1,HOLD,HOLD,0.0001561753143377,0.0731796688624945,0.8313273098785907,0.095336845944577,-6.819112777709961,-0.6694191098213196,1.7606868743896484,-0.404920369386673,0.8313273098785908,0.09533684594457702,0.7359904639340138,0.4114336518471703,True
27,5,ATTACK,ATTACK,0.5821613570447595,0.000241970872119,0.3648456273056262,0.0527510447774952,1.0890965461730957,-6.69658899307251,0.621823251247406,-1.312067627906799,0.5821613570447596,0.36484562730562625,0.21731572973913332,0.6059593845781545,True
14,2,HOLD,HOLD,6.703182838063033e-05,0.0005192387827456,0.9989219190435216,0.0004918103453521,-6.3898468017578125,-4.342649936676025,3.2194178104400635,-4.396920680999756,0.9989219190435217,0.0005192387827456001,0.998402680260776,0.006777133708678448,True
27,5,ATTACK,ATTACK,0.710063357509031,0.0002318600226352,0.2882850248206295,0.0014197576477042,1.394900918006897,-6.63207483291626,0.4934963583946228,-4.819967269897461,0.710063357509031,0.2882850248206295,0.42177833268840154,0.4421479781101283,True
19,4,HOLD,HOLD,0.0006117885630996,4.3205897036383925e-05,0.9983803491980132,0.0009646563418506,-4.051462650299072,-6.7018723487854,3.3460402488708496,-3.596077680587769,0.9983803491980134,0.0009646563418506002,0.9974156928561628,0.00957773384331443,True
25,5,HOLD,HOLD,0.0002297515136437,0.344799573754385,0.5683176444378798,0.0866530302940914,-6.560483932495117,0.7532362341880798,1.2529534101486206,-0.6278151869773865,0.5683176444378799,0.3447995737543851,0.22351807068349483,0.6507611395239342,True
4,3,DEFEND,DEFEND,0.0003509278622489,0.8274233020696435,0.1719509296565465,0.0002748404115609,-6.124663829803467,1.6408270597457886,0.0697197467088699,-6.369053840637207,0.8274233020696438,0.17195092965654651,0.6554723724130973,0.3350794735743379,True
16,1,DEFEND,DEFEND,0.0001842839758472,0.8658783703197536,0.1331298988443689,0.0008074468600302,-6.49198055267334,1.9630414247512815,0.0906222537159919,-5.014581203460693,0.8658783703197537,0.13312989884436893,0.7327484714753847,0.28888379924738466,True
21,1,CONSERVE,HOLD,0.3309850685861476,0.0001952519956405,0.5292778600169297,0.1395418194012821,0.5531558990478516,-6.882381916046143,1.0225961208343506,-0.3105530738830566,0.5292778600169298,0.3309850685861477,0.1982927914307821,0.7063384310202654,False
17,5,HOLD,HOLD,0.0002713726453415,0.1744034456938387,0.8180304252267977,0.0072947564340219,-6.596224784851074,-0.130591332912445,1.4149367809295654,-3.30480694770813,0.8180304252267979,0.17440344569383873,0.6436269795329592,0.36572650665198264,True
8,3,HOLD,HOLD,0.064388373746804,0.0002117385795839,0.9342608108669098,0.0011390768067021,-0.9571823477745056,-6.67451810836792,1.7176401615142822,-4.991897106170654,0.93426081086691,0.06438837374680402,0.869872437120106,0.1800820537567396,True
5,5,HOLD,HOLD,0.0001730528115315,0.0089084885301247,0.7806129825901299,0.2103054760682137,-6.715046405792236,-2.7738826274871826,1.6991920471191406,0.3876735866069793,0.7806129825901301,0.21030547606821376,0.5703075065219163,0.4074168853446453,True
1,4,HOLD,HOLD,0.0005335184270064,4.0700210721872026e-05,0.9989595176949084,0.0004662636673631,-4.082870006561279,-6.656129837036133,3.45210599899292,-4.217612266540527,0.9989595176949086,0.0005335184270064002,0.9984259992679022,0.006527178529862646,True
26,1,HOLD,HOLD,0.0007475894251965,5.765455590075273e-05,0.9990471416321376,0.0001476143867649,-4.084353446960449,-6.646737575531006,3.1133501529693604,-5.706603527069092,0.9990471416321378,0.0007475894251965002,0.9982995522069413,0.0059142598851129125,True
22,4,ATTACK,ATTACK,0.9175700894876864,0.0001501007120963,0.0817594112311219,0.0005203985690954,1.9807277917861936,-6.737450122833252,-0.4372202754020691,-5.494161605834961,0.9175700894876864,0.0817594112311219,0.8358106782565644,0.20840800702452464,True
26,1,HOLD,HOLD,0.0002530873015767,0.2982540886640282,0.5947788080717827,0.1067140159626122,-6.529989242553711,0.5419774055480957,1.232221245765686,-0.4858158826828003,0.5947788080717828,0.29825408866402825,0.2965247194077546,0.656957795066711,True
15,4,HOLD,HOLD,0.0001201444113434,0.0042057133004322,0.8155391993774365,0.1801349429107879,-7.202091693878174,-3.6465866565704346,1.6208189725875854,0.1106756925582885,0.8155391993774365,0.1801349429107879,0.6354042564666486,0.36005958823140816,True
18,5,HOLD,HOLD,0.0002125528040282,0.0596555896874081,0.8981721076291308,0.0419597498794328,-6.60632848739624,-0.9691759347915648,1.7425978183746338,-1.3210530281066897,0.8981721076291308,0.0596555896874081,0.8385165179417227,0.2881715922517263,True
11,1,DEFEND,DEFEND,4.012821810964922e-05,0.9930106640425316,0.0068993146844411,4.989305491783687e-05,-6.429703712463379,3.6867129802703857,-1.2826063632965088,-6.211902141571045,0.9930106640425316,0.0068993146844411,0.9861113493580905,0.030439855069804962,True
7,3,ATTACK,ATTACK,0.736009388459752,0.0002083537629528,0.263378272933169,0.0004039848441261,1.443393349647522,-6.726366996765137,0.4157418608665466,-6.06422758102417,0.7360093884597521,0.26337827293316907,0.472631115526583,0.4197583739819824,True
15,4,HOLD,ATTACK,0.6608534164967279,0.0001615519506387,0.3358551121154364,0.003129919437197,1.4448325634002686,-6.871628284454346,0.7679803967475891,-3.907692432403565,0.6608534164967279,0.3358551121154364,0.3249983043812915,0.4758325695032061,False
10,3,CONSERVE,HOLD,0.0005991242455136,0.0001055656556098,0.5756169648663992,0.4236783452324773,-5.818782806396484,-7.55491828918457,1.0489459037780762,0.7424780130386353,0.5756169648663992,0.4236783452324773,0.1519386196339219,0.4956952567958168,False
21,1,DEFEND,HOLD,0.0004557645582413,0.2136939910111361,0.7497394670721331,0.0361107773584893,-6.494063854217529,-0.3437399566173553,0.9114408493041992,-2.1216936111450195,0.7497394670721332,0.21369399101113612,0.5360454760609972,0.4826955337679621,False
15,4,HOLD,DEFEND,0.0002781753993355,0.532325681770791,0.4580782027857953,0.009317940044078,-6.436690330505371,1.1200687885284424,0.9698532223701476,-2.92524528503418,0.5323256817707911,0.45807820278579536,0.07424747898499573,0.5331525454585655,False
23,2,HOLD,CONSERVE,9.669629682930752e-05,0.0090454163809135,0.2430607051350095,0.7477971821872477,-6.946124076843262,-2.4076857566833496,0.8833672404289246,2.007187843322754,0.7477971821872477,0.2430607051350095,0.5047364770522382,0.43611244728871934,False
17,5,ATTACK,ATTACK,0.6580857908919254,0.0002216186586241,0.3384073807288894,0.0032852097205611,1.3206959962844849,-6.675436496734619,0.6556111574172974,-3.9792089462280273,0.6580857908919254,0.3384073807288894,0.31967841016303605,0.4780175205573188,True
2,1,HOLD,HOLD,0.0002749284198605,0.4647711008958208,0.5184141761019057,0.016539794582413,-6.447739124298096,0.98505038022995,1.0942797660827637,-2.3507254123687744,0.5184141761019058,0.46477110089582085,0.05364307520608491,0.5531297691409243,True
3,4,HOLD,ATTACK,0.7067033358390097,0.0002223614379403,0.2904923385971736,0.0025819641258763,1.4474246501922607,-6.616637229919434,0.5583908557891846,-4.164636135101318,0.7067033358390098,0.29049233859717366,0.41621099724183613,0.448450993872079,False
27,5,DEFEND,DEFEND,0.0001030523074593,0.9743111333132098,0.0252523185269476,0.0003334958523831,-6.134428024291992,3.0198214054107666,-0.6329913139343262,-4.960034370422363,0.97431113331321,0.025252318526947603,0.9490588147862623,0.08791148296677646,True
5,5,DEFEND,DEFEND,0.0001860911152002,0.6516857178701271,0.3397260324678652,0.0084021585468074,-6.370790004730225,1.790291428565979,1.1388684511184692,-2.5607824325561523,0.6516857178701272,0.33972603246786526,0.31195968540226193,0.49598073693969313,True
14,2,CONSERVE,HOLD,0.0010322637285871,8.575070300663917e-05,0.7864186088124677,0.2124633767559385,-5.129379749298096,-7.61744499206543,1.5063552856445312,0.1976355910301208,0.7864186088124677,0.2124633767559385,0.5739552320565292,0.3793950612910609,False
4,3,CONSERVE,HOLD,0.0001515923690858,0.0765595307717485,0.7221905783735121,0.2010982984856535,-6.856596946716309,-0.6319682598114014,1.6122522354125977,0.3337570428848266,0.7221905783735122,0.20109829848565353,0.5210922798878587,0.5451004700738585,False
21,1,CONSERVE,CONSERVE,0.0004711401907482,3.350898715842923e-05,0.0515680718375256,0.9479272789845676,-4.79486083984375,-7.438202381134033,-0.0993582084774971,2.812016725540161,0.9479272789845677,0.051568071837525604,0.8963592071470421,0.14970764822304575,True
5,5,ATTACK,ATTACK,0.6740233827640941,0.0002073154151867,0.3114669588402504,0.0143023429804687,1.3124563694000244,-6.774322509765625,0.5404848456382751,-2.5403850078582764,0.6740233827640941,0.3114669588402504,0.36255642392384374,0.49896710061918476,True
26,1,ATTACK,ATTACK,0.9499318561479426,0.0001106073682519,0.0497478244687187,0.0002097120150867,2.366421937942505,-6.691736698150635,-0.5830016136169434,-6.05198860168457,0.9499318561479427,0.049747824468718706,0.900184031679224,0.14488969827134954,True
19,4,DEFEND,HOLD,0.0003483523904019,0.3227759300065462,0.6185284849921304,0.0583472326109214,-6.471955299377441,0.3595435321331024,1.0099284648895264,-1.351002812385559,0.6185284849921305,0.32277593000654625,0.2957525549855843,0.599223932041206,False
19,4,ATTACK,HOLD,0.3772960467729179,0.0001890675711858,0.4072295304707864,0.2152853551851098,0.7403462529182434,-6.858334541320801,0.816693127155304,0.1792806088924408,0.40722953047078647,0.37729604677291795,0.029933483697868524,0.7688557217253207,False
24,3,DEFEND,DEFEND,0.0001558958173906,0.85659468145311,0.1366219669123194,0.0066274558171799,-6.279159069061279,2.332372665405273,0.4966255724430084,-2.5293710231781006,0.85659468145311,0.1366219669123194,0.7199727145407906,0.316785028112765,True
15,4,CONSERVE,CONSERVE,0.0004836486812896,4.406685224300284e-05,0.156603948706142,0.8428683357603253,-5.189968585968018,-7.5856194496154785,0.5901482701301575,2.2732388973236084,0.8428683357603254,0.15660394870614203,0.6862643870541834,0.3163593601561173,True
